channel,onset_index,step,sub_index,expected_tick,actual_tick,grid_error_ticks,expected_us,actual_us,timing_error_us
2,113,15,0,35232,35232,0,183839639.188,183840425.812,786.625
2,114,0,0,35328,35328,0,184339609.500,184340263.062,653.562
2,115,3,0,35616,35616,0,185839512.188,185840142.000,629.812
2,116,4,0,35712,35712,0,186339481.062,186340109.312,628.250
2,117,9,0,36192,36192,0,188839314.750,188840022.812,708.062
2,118,15,0,36768,36768,0,191839127.188,191839840.562,713.375
2,119,0,0,36864,36864,0,192339090.062,192339870.688,780.625
2,120,3,0,37152,37152,0,193838998.312,193839780.000,781.688
2,121,4,0,37248,37248,0,194338969.000,194339600.688,631.688
2,122,9,0,37728,37728,0,196838811.562,196839547.500,735.938
2,123,15,0,38304,38304,0,199838615.188,199839401.812,786.625
2,124,0,0,38400,38400,0,200338585.500,200339239.062,653.562
2,125,3,0,38688,38688,0,201838488.188,201839118.000,629.812
2,126,4,0,38784,38784,0,202338457.062,202339085.312,628.250
2,127,9,0,39264,39264,0,204838290.125,204838974.000,683.875
2,128,15,0,39840,39840,0,207838103.125,207838816.500,713.375
2,129,0,0,39936,39936,0,208338066.062,208338846.625,780.562
2,130,3,0,40224,40224,0,209837975.062,209838755.688,780.625
2,131,4,0,40320,40320,0,210337938.125,210338619.125,681.000
2,132,9,0,40800,40800,0,212837778.062,212838412.875,634.812
2,133,15,0,41376,41376,0,215837590.438,215838393.875,803.438
2,134,0,0,41472,41472,0,216337554.125,216338178.125,624.000
2,135,3,0,41760,41760,0,217837464.188,217838094.000,629.812
2,136,4,0,41856,41856,0,218337433.062,218338061.312,628.250
2,137,9,0,42336,42336,0,220837276.750,220838057.750,781.000
2,138,15,0,42912,42912,0,223837079.125,223837792.500,713.375
2,139,0,0,43008,43008,0,224337042.062,224337822.625,780.562
2,140,3,0,43296,43296,0,225836952.375,225837731.688,779.312
2,141,4,0,43392,43392,0,226336914.125,226337595.125,681.000
2,142,9,0,43872,43872,0,228836754.188,228837533.188,779.000
2,143,15,0,44448,44448,0,231836567.188,231837353.812,786.625
2,144,0,0,44544,44544,0,232336537.500,232337191.062,653.562
2,145,3,0,44832,44832,0,233836434.062,233837093.500,659.438
2,146,4,0,44928,44928,0,234336408.312,234337088.562,680.250
2,147,9,0,45408,45408,0,236836242.062,236836975.000,732.938
2,148,15,0,45984,45984,0,239836055.125,239836768.500,713.375
2,149,0,0,46080,46080,0,240336018.062,240336798.625,780.562
2,150,3,0,46368,46368,0,241835928.062,241836707.688,779.625
2,151,4,0,46464,46464,0,242335890.125,242336571.125,681.000
2,152,9,0,46944,46944,0,244835730.062,244836487.625,757.562
2,153,15,0,47520,47520,0,247835543.188,247836329.812,786.625
2,154,0,0,47616,47616,0,248335513.500,248336167.062,653.562
2,155,3,0,47904,47904,0,249835415.312,249836170.000,754.688
2,156,4,0,48000,48000,0,250335378.125,250336164.188,786.062
2,157,9,0,48480,48480,0,252835218.312,252835978.438,760.125
2,158,15,0,49056,49056,0,255835030.188,255835792.188,762.000
2,159,0,0,49152,49152,0,256334994.125,256335618.125,624.000
2,160,3,0,49440,49440,0,257834898.062,257835532.750,634.688
2,161,4,0,49536,49536,0,258334872.438,258335526.812,654.375
2,162,9,0,50016,50016,0,260834715.000,260835454.062,739.062
2,163,15,0,50592,50592,0,263834518.312,263835306.000,787.688
2,164,0,0,50688,50688,0,264334482.062,264335262.688,780.625
2,165,3,0,50976,50976,0,265834391.875,265835067.625,675.750
2,166,4,0,51072,51072,0,266334360.250,266335095.812,735.562
2,167,9,0,51552,51552,0,268834194.125,268834877.875,683.750
2,168,15,0,52128,52128,0,271834007.188,271834720.562,713.375
2,169,0,0,52224,52224,0,272333970.062,272334750.688,780.625
2,170,3,0,52512,52512,0,273833879.062,273834659.688,780.625
2,171,4,0,52608,52608,0,274333849.000,274334480.688,631.688
2,172,9,0,53088,53088,0,276833682.062,276834439.750,757.688
2,173,15,0,53664,53664,0,279833494.312,279834282.000,787.688
2,174,0,0,53760,53760,0,280333458.062,280334238.688,780.625
2,175,3,0,54048,54048,0,281833367.062,281834147.688,780.625
2,176,4,0,54144,54144,0,282333337.625,282334102.125,764.500
2,177,9,0,54624,54624,0,284833178.938,284833943.938,765.000
2,178,15,0,55200,55200,0,287832978.125,287833782.188,804.062
2,179,0,0,55296,55296,0,288332946.125,288333570.125,624.000
2,180,3,0,55584,55584,0,289832850.125,289833607.250,757.125
2,181,4,0,55680,55680,0,290332818.125,290333447.750,629.625
2,182,9,0,56160,56160,0,292832658.125,292833286.250,628.125
2,183,15,0,56736,56736,0,295832466.188,295833120.625,654.438
2,184,0,0,56832,56832,0,296332434.125,296333194.375,760.250
2,185,3,0,57120,57120,0,297832338.062,297832998.688,660.625
2,186,4,0,57216,57216,0,298332312.500,298332992.750,680.250
3,0,3,0,288,288,0,1851287.062,1852043.688,756.625
3,1,4,0,384,384,0,2351250.062,2352011.000,760.938
3,2,9,0,864,864,0,4851090.125,4851853.312,763.188
3,3,15,0,1440,1440,0,7850902.500,7851656.250,753.750
3,4,0,0,1536,1536,0,8350866.062,8351656.688,790.625
3,5,3,0,1824,1824,0,9850770.062,9851548.375,778.312
3,6,4,0,1920,1920,0,10350745.438,10351426.875,681.438
3,7,9,0,2400,2400,0,12850578.188,12851367.188,789.000
3,8,15,0,2976,2976,0,15850386.125,15851163.562,777.438
3,9,0,0,3072,3072,0,16350354.062,16350988.062,634.000
3,10,3,0,3360,3360,0,17850258.125,17850940.688,682.562
3,11,4,0,3456,3456,0,18350232.250,18350934.750,702.500
3,12,9,0,3936,3936,0,20850066.188,20850774.875,708.688
3,13,15,0,4512,4512,0,23849878.688,23850588.562,709.875
3,14,0,0,4608,4608,0,24349849.500,24350525.312,675.812
3,15,3,0,4896,4896,0,25849752.188,25850404.250,652.062
3,16,4,0,4992,4992,0,26349721.062,26350371.562,650.500
3,17,9,0,5472,5472,0,28849554.125,28850362.375,808.250
3,18,15,0,6048,6048,0,31849366.562,31850120.312,753.750
3,19,0,0,6144,6144,0,32349330.188,32350093.250,763.062
3,20,3,0,6432,6432,0,33849234.062,33849916.812,682.750
3,21,4,0,6528,6528,0,34349208.375,34349910.875,702.500
3,22,9,0,7008,7008,0,36849042.062,36849829.875,787.812
3,23,15,0,7584,7584,0,39848854.688,39849564.562,709.875
3,24,0,0,7680,7680,0,40348825.500,40349501.312,675.812
3,25,3,0,7968,7968,0,41848728.188,41849380.250,652.062
3,26,4,0,8064,8064,0,42348697.062,42349347.562,650.500
3,27,9,0,8544,8544,0,44848530.125,44849338.375,808.250
3,28,15,0,9120,9120,0,47848342.750,47849018.938,676.188
3,29,0,0,9216,9216,0,48348312.500,48348971.250,658.750
3,30,3,0,9504,9504,0,49848210.062,49848892.750,682.688
3,31,4,0,9600,9600,0,50348186.562,50348886.812,700.250
3,32,9,0,10080,10080,0,52848027.562,52848785.750,758.188
3,33,15,0,10656,10656,0,55847831.188,55848614.125,782.938
3,34,0,0,10752,10752,0,56347794.125,56348428.125,634.000
3,35,3,0,11040,11040,0,57847703.500,57848389.250,685.750
3,36,4,0,11136,11136,0,58347672.312,58348374.812,702.500
3,37,9,0,11616,11616,0,60847506.125,60848163.562,657.438
3,38,15,0,12192,12192,0,63847314.062,63848091.500,777.438
3,39,0,0,12288,12288,0,64347282.062,64348072.688,790.625
3,40,3,0,12576,12576,0,65847191.188,65847902.875,711.688
3,41,4,0,12672,12672,0,66347160.750,66347866.625,705.875
3,42,9,0,13152,13152,0,68846994.188,68847728.625,734.438
3,43,15,0,13728,13728,0,71846806.500,71847560.250,753.750
3,44,0,0,13824,13824,0,72346770.062,72347560.688,790.625
3,45,3,0,14112,14112,0,73846679.000,73847469.625,790.625
3,46,4,0,14208,14208,0,74346642.125,74347422.812,780.688
3,47,9,0,14688,14688,0,76846482.062,76847188.312,706.250
3,48,15,0,15264,15264,0,79846294.375,79847104.312,809.938
3,49,0,0,15360,15360,0,80346258.062,80346892.062,634.000
3,50,3,0,15648,15648,0,81846162.125,81846816.688,654.562
3,51,4,0,15744,15744,0,82346130.062,82346943.875,813.812
3,52,9,0,16224,16224,0,84845970.062,84846676.188,706.125
3,53,15,0,16800,16800,0,87845784.125,87846468.062,683.938
3,54,0,0,16896,16896,0,88345755.188,88346460.375,705.188
3,55,3,0,17184,17184,0,89845650.188,89846331.562,681.375
3,56,4,0,17280,17280,0,90345618.125,90346356.562,738.438
