channel,kind,tick,us
1,O,5998,13155189.938
1,O,6001,13161284.062
1,O,6003,13165681.375
1,O,6006,13172062.625
1,O,6008,13176896.812
1,O,6011,13182009.250
1,O,6013,13186241.625
1,O,6015,13191387.125
1,O,6060,13284824.812
1,O,6063,13290249.688
1,O,6065,13294682.250
1,O,6068,13301043.875
1,O,6070,13306019.875
1,O,6073,13311162.750
1,O,6132,13434830.500
1,O,6135,13440451.312
1,O,6137,13444505.312
1,O,6139,13449358.000
1,O,6142,13455109.312
1,O,6144,13460028.438
1,O,6147,13465524.062
1,O,6150,13472080.250
1,O,6153,13477671.812
1,O,6155,13482193.062
1,O,6157,13486218.500
1,O,6159,13491376.250
1,O,6180,13534754.562
1,O,6183,13540178.812
1,O,6185,13544564.875
1,O,6187,13549809.812
1,O,6190,13554937.688
1,O,6192,13560059.875
1,O,6195,13565276.062
1,O,6197,13569514.250
1,O,6199,13574383.312
1,O,6202,13580092.500
1,O,6204,13584521.875
1,O,6207,13589807.062
1,O,6252,13684712.375
1,O,6255,13690311.938
1,O,6257,13695141.750
1,O,6259,13699188.375
1,O,6262,13705104.000
1,O,6265,13710636.500
1,O,6324,13834728.688
1,O,6327,13840150.312
1,O,6329,13844591.875
1,O,6332,13850983.750
1,O,6334,13855981.000
1,O,6337,13861080.562
1,O,6339,13866122.562
1,O,6341,13870178.312
1,O,6344,13876322.000
1,O,6347,13881687.125
1,O,6349,13886640.562
1,O,6352,13891916.250
1,O,6372,13934692.500
1,O,6375,13940282.812
1,O,6377,13944939.188
1,O,6380,13951305.062
1,O,6382,13955312.312
1,O,6385,13961018.562
1,O,6387,13965426.375
1,O,6390,13971819.875
1,O,6392,13976641.812
1,O,6395,13981754.250
1,O,6397,13986972.375
1,O,6400,13992059.375
1,O,6444,14084569.812
1,O,6447,14089982.438
1,O,6449,14094680.688
1,O,6451,14099641.938
1,O,6454,14104961.125
1,O,6456,14110035.438
1,O,6516,14234702.000
1,O,6519,14240322.812
1,O,6521,14244972.938
1,O,6524,14251162.125
1,O,6526,14255426.250
1,O,6529,14261146.750
1,O,6532,14267668.438
1,O,6535,14273270.500
1,O,6537,14277731.938
1,O,6539,14282821.000
1,O,6542,14287974.625
1,O,6544,14293107.875
1,O,6564,14334550.812
1,O,6566,14338808.000
1,O,6569,14344123.438
1,O,6571,14349546.688
1,O,6574,14354871.875
1,O,6576,14359915.438
1,O,6579,14365332.562
1,O,6581,14369978.188
1,O,6584,14376158.375
1,O,6586,14380154.875
1,O,6589,14385504.938
1,O,6591,14390460.000
1,O,6636,14484636.125
1,O,6639,14490235.688
1,O,6641,14494876.812
1,O,6644,14501245.312
1,O,6647,14506332.375
1,O,6649,14510373.312
1,O,6708,14634626.000
1,O,6710,14638676.000
1,O,6712,14643327.750
1,O,6715,14648562.938
1,O,6717,14653602.688
1,O,6720,14659817.562
1,O,6723,14665228.688
1,O,6725,14670057.000
1,O,6728,14676212.938
1,O,6730,14680203.438
1,O,6733,14685533.500
1,O,6735,14690490.312
1,O,6756,14734559.875
1,O,6759,14740162.438
1,O,6761,14744806.562
1,O,6764,14750973.250
1,O,6767,14756084.188
1,O,6769,14761078.438
1,O,6771,14765400.500
1,O,6773,14770376.875
1,O,6776,14776149.312
1,O,6778,14780500.625
1,O,6781,14785648.000
1,O,6783,14790805.750
1,O,6828,14884459.062
1,O,6830,14889108.438
1,O,6832,14893155.062
1,O,6835,14898557.688
1,O,6837,14903399.750
1,O,6840,14908892.312
1,O,6900,15034471.562
1,O,6903,15040092.375
1,O,6905,15044754.750
1,O,6908,15051153.500
1,O,6911,15056270.438
1,O,6913,15061243.438
1,O,6915,15065275.188
1,O,6918,15071723.062
1,O,6920,15076539.000
1,O,6923,15081645.438
1,O,6925,15086656.625
1,O,6928,15091920.062
1,O,6948,15134475.312
1,O,6950,15138920.875
1,O,6953,15144351.000
1,O,6955,15148412.875
1,O,6957,15153257.938
1,O,6960,15159864.438
1,O,6963,15165080.625
1,O,6965,15169738.500
1,O,6968,15175908.188
1,O,6971,15181020.625
1,O,6973,15186048.312
1,O,6975,15191206.375
1,O,7020,15284500.938
1,O,7023,15290100.500
1,O,7025,15294779.312
1,O,7028,15300890.062
1,O,7031,15305998.000
1,O,7033,15311021.188
1,O,7092,15434446.625
1,O,7094,15439092.750
1,O,7097,15444315.688
1,O,7099,15448383.562
1,O,7101,15453423.312
1,O,7104,15459638.188
1,O,7107,15465049.312
1,O,7109,15469688.938
1,O,7112,15476021.312
1,O,7115,15481141.750
1,O,7117,15486151.188
1,O,7119,15490340.188
1,O,7140,15534519.250
1,O,7143,15539934.875
1,O,7145,15544598.125
1,O,7148,15550743.938
1,O,7150,15555735.188
1,O,7153,15560861.375
1,O,7155,15566073.562
1,O,7158,15571862.500
1,O,7160,15576303.250
1,O,7163,15581415.688
1,O,7165,15586445.125
1,O,7168,15591708.562
1,O,7212,15684379.375
1,O,7214,15688809.688
1,O,7217,15694212.312
1,O,7219,15699043.750
1,O,7221,15703277.438
1,O,7224,15708770.000
1,O,7284,15834388.188
1,O,7287,15839996.750
1,O,7289,15844458.188
1,O,7292,15850850.062
1,O,7295,15855979.250
1,O,7297,15860959.125
1,O,7299,15865976.625
1,O,7302,15871747.688
1,O,7304,15875975.125
1,O,7307,15881471.188
1,O,7309,15886482.375
1,O,7312,15891557.125
1,O,7332,15934297.812
1,O,7334,15938696.625
1,O,7337,15944102.250
1,O,7339,15948936.688
1,O,7342,15954663.750
1,O,7344,15959597.562
1,O,7347,15964815.500
1,O,7349,15969459.375
1,O,7352,15975641.312
1,O,7354,15980621.812
1,O,7357,15985769.188
1,O,7359,15990914.688
1,O,7404,16084303.688
1,O,7406,16088356.938
1,O,7409,16093950.000
1,O,7411,16098669.625
1,O,7414,16104319.688
1,O,7416,16109710.750
1,O,7476,16234267.750
1,O,7478,16238701.438
1,O,7481,16244125.312
1,O,7483,16248965.750
1,O,7486,16254540.625
1,O,7488,16259661.000
1,O,7491,16264871.188
1,O,7493,16269510.812
1,O,7496,16275668.500
1,O,7499,16280972.062
1,O,7501,16285772.125
1,O,7503,16290929.875
1,O,7524,16334356.438
1,O,7527,16339759.812
1,O,7529,16343778.375
1,O,7531,16348221.438
1,O,7533,16353456.125
1,O,7536,16359507.875
1,O,7539,16364912.750
1,O,7541,16370026.625
1,O,7544,16375939.500
1,O,7547,16381051.938
1,O,7549,16385284.312
1,O,7551,16390508.438
1,O,7596,16484254.688
1,O,7599,16489842.000
1,O,7601,16494943.875
1,O,7604,16500843.000
1,O,7607,16506139.625
1,O,7609,16511152.312
1,O,7668,16634260.062
1,O,7671,16639681.688
1,O,7673,16644011.875
1,O,7676,16650592.438
1,O,7679,16655617.188
1,O,7681,16660701.500
1,O,7683,16665719.000
1,O,7686,16671684.625
1,O,7689,16677286.688
1,O,7691,16682199.312
1,O,7693,16686224.750
1,O,7696,16691500.438
1,O,7716,16734267.688
1,O,7719,16739870.250
1,O,7721,16744765.250
1,O,7724,16750880.250
1,O,7727,16755991.188
1,O,7729,16760974.938
1,O,7732,16767344.438
1,O,7734,16771605.375
1,O,7737,16777014.250
1,O,7739,16781512.062
1,O,7741,16786541.500
1,O,7744,16791616.250
1,O,7788,16884251.500
1,O,7791,16889672.750
1,O,7793,16894072.812
1,O,7795,16898107.188
1,O,7797,16903338.875
1,O,7800,16908642.750
1,O,7860,17034143.062
1,O,7863,17039751.625
1,O,7865,17044602.688
1,O,7868,17050804.125
1,O,7871,17056151.250
1,O,7873,17061115.875
1,O,7876,17067260.188
1,O,7878,17071691.562
1,O,7881,17077178.938
1,O,7883,17082491.688
1,O,7886,17087633.062
1,O,7888,17092778.562
1,O,7908,17134128.750
1,O,7911,17139609.125
1,O,7913,17145043.000
1,O,7916,17150800.188
1,O,7918,17154413.062
1,O,7920,17159464.125
1,O,7923,17164680.312
1,O,7925,17169526.875
1,O,7928,17175719.312
1,O,7931,17181032.688
1,O,7933,17186112.062
1,O,7936,17191138.625
1,O,7980,17284162.938
1,O,7983,17289762.500
1,O,7985,17294613.188
1,O,7988,17300763.500
1,O,7991,17305860.938
1,O,7993,17310884.125
1,O,8052,17434134.750
1,O,8055,17439603.750
1,O,8057,17445031.375
1,O,8060,17450636.375
1,O,8062,17454448.688
1,O,8064,17459338.562
1,O,8067,17464737.438
1,O,8069,17469578.000
1,O,8072,17475721.688
1,O,8075,17481029.062
1,O,8077,17486040.250
1,O,8080,17491315.938
1,O,8100,17534068.312
1,O,8102,17538313.250
1,O,8105,17543919.812
1,O,8107,17548603.250
1,O,8110,17554300.250
1,O,8113,17560403.000
1,O,8115,17564791.062
1,O,8118,17571193.188
1,O,8120,17576061.875
1,O,8122,17580238.438
1,O,8125,17585385.812
1,O,8127,17590593.500
1,O,8172,17684012.938
1,O,8175,17689460.688
1,O,8177,17694879.312
1,O,8180,17700630.500
1,O,8182,17705260.500
1,O,8184,17709248.312
1,O,8244,17834088.250
1,O,8246,17838347.812
1,O,8249,17843951.750
1,O,8251,17848682.125
1,O,8254,17854360.688
1,O,8257,17860549.438
1,O,8260,17867083.375
1,O,8262,17871922.188
1,O,8265,17877122.375
1,O,8267,17881250.188
1,O,8269,17886261.375
1,O,8272,17891537.062
1,O,8292,17934010.938
1,O,8294,17938663.312
1,O,8297,17943880.250
1,O,8299,17948915.625
1,O,8302,17954441.750
1,O,8304,17959363.000
1,O,8307,17964604.000
1,O,8309,17969261.875
1,O,8312,17975630.750
1,O,8315,17980744.938
1,O,8317,17985772.625
1,O,8320,17991058.688
1,O,8364,18084050.125
1,O,8367,18089637.438
1,O,8369,18093960.375
1,O,8372,18100508.938
1,O,8375,18105618.625
1,O,8377,18110629.562
1,O,8436,18234075.688
1,O,8439,18239376.688
1,O,8441,18244816.562
1,O,8444,18250616.125
1,O,8447,18256143.875
1,O,8449,18261128.812
1,O,8451,18265172.812
1,O,8454,18271339.375
1,O,8457,18277117.875
1,O,8459,18281653.125
1,O,8462,18286796.250
1,O,8464,18291940.000
1,O,8484,18333987.938
1,O,8487,18339578.250
1,O,8489,18344045.938
1,O,8491,18348284.250
1,O,8494,18354013.062
1,O,8496,18359287.688
1,O,8499,18364514.812
1,O,8501,18369751.000
1,O,8504,18375541.562
1,O,8507,18381102.312
1,O,8509,18386102.500
1,O,8512,18391177.562
1,O,8556,18483886.750
1,O,8558,18488536.125
1,O,8561,18493750.062
1,O,8563,18498782.438
1,O,8566,18504302.562
1,O,8568,18508916.125
1,O,8628,18634017.312
1,O,8631,18639625.875
1,O,8633,18644069.188
1,O,8635,18648376.000
1,O,8638,18654096.938
1,O,8641,18660245.062
1,O,8643,18665656.312
1,O,8646,18671415.125
1,O,8648,18675837.312
1,O,8651,18681082.188
1,O,8653,18686105.625
1,O,8655,18690265.375
1,O,8676,18734001.125
1,O,8679,18739603.688
1,O,8681,18744436.500
1,O,8684,18750613.688
1,O,8687,18755724.625
1,O,8689,18760921.562
1,O,8692,18767077.875
1,O,8695,18772698.188
1,O,8697,18776747.688
1,O,8699,18781287.188
1,O,8702,18786532.812
1,O,8704,18791580.062
1,O,8748,18883927.375
1,O,8751,18889586.562
1,O,8754,18896159.750
1,O,8757,18901751.062
1,O,8758,18905170.125
1,O,8761,18910313.000
1,O,8820,19033828.750
1,O,8822,19038537.062
1,O,8825,19043710.062
1,O,8827,19048562.750
1,O,8830,19054113.125
1,O,8832,19059233.188
1,O,8835,19064431.125
1,O,8837,19069070.750
1,O,8839,19073375.688
1,O,8842,19079030.250
1,O,8845,19084561.250
1,O,8847,19089783.625
1,O,8868,19133911.000
1,O,8871,19139314.375
1,O,8873,19144027.875
1,O,8876,19150135.688
1,O,8878,19155114.688
1,O,8880,19159251.125
1,O,8883,19164467.312
1,O,8885,19169514.812
1,O,8888,19175494.062
1,O,8891,19180795.188
1,O,8893,19185824.625
1,O,8896,19191100.312
1,O,8940,19283758.875
1,O,8942,19287977.250
1,O,8945,19293598.000
1,O,8947,19298441.688
1,O,8950,19304150.500
1,O,8952,19308776.312
1,O,9012,19433860.625
1,O,9015,19439282.250
1,O,9017,19443930.625
1,O,9020,19450133.812
1,O,9022,19455118.812
1,O,9024,19459253.125
1,O,9027,19464463.312
1,O,9029,19469492.562
1,O,9032,19475447.562
1,O,9035,19480742.688
1,O,9037,19485975.688
1,O,9040,19491029.562
1,O,9060,19533776.125
1,O,9063,19539403.188
1,O,9065,19543652.125
1,O,9067,19548297.875
1,O,9070,19554012.688
1,O,9072,19559134.875
1,O,9075,19564419.125
1,O,9078,19571001.312
1,O,9081,19576597.125
1,O,9083,19581136.625
1,O,9085,19585180.312
1,O,9087,19590325.812
1,O,9132,19683803.312
1,O,9135,19689215.938
1,O,9137,19693914.188
1,O,9140,19700003.750
1,O,9142,19704992.000
1,O,9145,19710134.875
1,O,9204,19833772.938
1,O,9207,19839381.500
1,O,9209,19843460.000
1,O,9211,19848300.438
1,O,9214,19854039.500
1,O,9216,19858958.625
1,O,9219,19864369.750
1,O,9221,19868779.000
1,O,9224,19875125.375
1,O,9227,19880231.812
1,O,9228,19884128.062
1,O,9231,19889422.188
1,O,9252,19933707.875
1,O,9255,19939123.500
1,O,9257,19943535.500
1,O,9259,19948759.562
1,O,9262,19954097.000
1,O,9264,19959018.250
1,O,9267,19964234.438
1,O,9269,19969390.312
1,O,9272,19975290.938
1,O,9275,19980604.312
1,O,9277,19985621.500
1,O,9280,19990897.188
2,O,8,678096.562
2,O,13,689339.375
2,O,23,709944.312
2,O,37,738695.500
2,O,46,756289.062
2,O,50,765659.375
2,O,52,770078.375
2,O,55,775737.812
2,O,57,780409.188
2,O,60,786180.938
2,O,62,790791.250
2,O,65,795925.375
2,O,67,800915.188
2,O,70,806251.375
2,O,72,811353.500
2,O,108,886750.000
2,O,111,892387.562
2,O,113,897256.812
2,O,116,903454.875
2,O,119,908604.188
2,O,121,913695.875
2,O,180,1036836.250
2,O,183,1042106.062
2,O,185,1046803.562
2,O,188,1053034.750
2,O,190,1058061.125
2,O,193,1063197.562
2,O,195,1068255.625
2,O,198,1074259.250
2,O,201,1079900.438
2,O,203,1084668.000
2,O,206,1089854.125
2,O,208,1094834.562
2,O,228,1136839.312
2,O,231,1142455.375
2,O,233,1147149.750
2,O,236,1153366.375
2,O,239,1158518.688
2,O,241,1163581.938
2,O,244,1169761.500
2,O,246,1174607.562
2,O,249,1179862.875
2,O,251,1185016.062
2,O,254,1190018.375
2,O,256,1195200.875
2,O,300,1286739.438
2,O,303,1291416.438
2,O,305,1296627.500
2,O,307,1301687.875
2,O,310,1307031.688
2,O,312,1311878.688
2,O,372,1436712.438
2,O,375,1442346.750
2,O,377,1446998.125
2,O,380,1453263.500
2,O,383,1458424.688
2,O,385,1463453.688
2,O,388,1469815.812
2,O,390,1474680.375
2,O,393,1479905.188
2,O,395,1485052.375
2,O,398,1490048.688
2,O,400,1495231.500
2,O,420,1536700.625
2,O,422,1540778.125
2,O,424,1545437.375
2,O,427,1550691.188
2,O,429,1555538.625
2,O,432,1562006.438
2,O,435,1567247.250
2,O,437,1572204.062
2,O,440,1578340.000
2,O,442,1582382.000
2,O,445,1587568.375
2,O,447,1592558.188
2,O,492,1686652.188
2,O,495,1692277.500
2,O,497,1696944.375
2,O,500,1703145.312
2,O,503,1708294.938
2,O,505,1713338.375
2,O,564,1836677.188
2,O,567,1841922.500
2,O,569,1846405.688
2,O,571,1851706.375
2,O,574,1856873.625
2,O,576,1861833.000
2,O,579,1867269.875
2,O,581,1872137.312
2,O,584,1878320.125
2,O,586,1882347.500
2,O,589,1887545.875
2,O,591,1892538.562
2,O,612,1936558.188
2,O,615,1942186.500
2,O,617,1946844.125
2,O,620,1953051.062
2,O,623,1958203.375
2,O,625,1963222.250
2,O,627,1967294.625
2,O,629,1972382.375
2,O,632,1978191.688
2,O,634,1982586.875
2,O,637,1987791.250
2,O,639,1992783.938
2,O,684,2086667.938
2,O,686,2091139.875
2,O,688,2095415.688
2,O,691,2100612.750
2,O,693,2105493.938
2,O,696,2111042.375
2,O,756,2236535.125
2,O,759,2242169.438
2,O,761,2246869.812
2,O,764,2253098.125
2,O,767,2258259.312
2,O,769,2263264.125
2,O,772,2268337.125
2,O,774,2273903.250
2,O,776,2278558.000
2,O,779,2283681.312
2,O,781,2289011.562
2,O,784,2294121.062
2,O,804,2336519.625
2,O,806,2340982.312
2,O,809,2346425.938
2,O,811,2350485.688
2,O,813,2355369.875
2,O,816,2361825.438
2,O,819,2367268.312
2,O,821,2371738.375
2,O,824,2377936.062
2,O,827,2383089.875
2,O,829,2388150.062
2,O,831,2392151.375
2,O,876,2486531.062
2,O,879,2492156.375
2,O,881,2496621.188
2,O,884,2503011.938
2,O,887,2508149.000
2,O,889,2512990.375
2,O,948,2636505.125
2,O,951,2641839.688
2,O,953,2647106.938
2,O,956,2653145.438
2,O,959,2658505.812
2,O,961,2663513.188
2,O,964,2669682.625
2,O,967,2675336.062
2,O,969,2680001.438
2,O,972,2685724.438
2,O,974,2689346.250
2,O,976,2694336.062
2,O,996,2736587.125
2,O,999,2742013.375
2,O,1001,2746505.688
2,O,1004,2752943.938
2,O,1006,2757762.250
2,O,1009,2762913.062
2,O,1011,2767940.062
2,O,1014,2773980.188
2,O,1016,2778255.750
2,O,1019,2783409.562
2,O,1021,2788472.625
2,O,1024,2793784.188
2,O,1068,2886479.312
2,O,1070,2890909.562
2,O,1073,2896135.875
2,O,1075,2901196.250
2,O,1077,2905263.625
2,O,1080,2910812.062
2,O,1140,3036541.625
2,O,1143,3041986.125
2,O,1145,3046662.000
2,O,1148,3052893.188
2,O,1151,3058063.750
2,O,1153,3062866.188
2,O,1155,3068150.500
2,O,1158,3073756.688
2,O,1160,3078411.438
2,O,1163,3083576.250
2,O,1165,3088604.062
2,O,1168,3093713.562
2,O,1188,3136349.250
2,O,1191,3141995.688
2,O,1193,3146879.875
2,O,1196,3153083.938
2,O,1199,3158224.000
2,O,1201,3162860.562
2,O,1203,3167330.375
2,O,1206,3173737.875
2,O,1209,3179198.125
2,O,1211,3183766.750
2,O,1213,3188842.062
2,O,1216,3193951.562
2,O,1260,3286397.125
2,O,1262,3290459.375
2,O,1265,3296110.812
2,O,1268,3302700.750
2,O,1270,3307718.125
2,O,1273,3312893.500
2,O,1332,3436351.375
2,O,1334,3440802.875
2,O,1337,3446050.438
2,O,1339,3451144.312
2,O,1342,3456732.688
2,O,1344,3461680.125
2,O,1347,3466914.938
2,O,1349,3471568.062
2,O,1352,3477753.750
2,O,1355,3482889.312
2,O,1357,3487943.500
2,O,1359,3492923.938
2,O,1380,3536327.875
2,O,1383,3541757.000
2,O,1385,3545839.625
2,O,1387,3550318.438
2,O,1389,3555582.250
2,O,1392,3561633.688
2,O,1395,3567064.312
2,O,1397,3571962.250
2,O,1400,3577967.250
2,O,1403,3583133.312
2,O,1405,3587407.062
2,O,1407,3592399.750
2,O,1452,3686355.750
2,O,1455,3691943.062
2,O,1457,3696772.875
2,O,1460,3702944.062
2,O,1463,3708240.688
2,O,1465,3713253.688
2,O,1524,3836341.438
2,O,1527,3841763.375
2,O,1529,3846444.875
2,O,1532,3852614.938
2,O,1534,3857612.188
2,O,1537,3862736.250
2,O,1539,3867992.375
2,O,1542,3873707.125
2,O,1545,3879497.875
2,O,1547,3884222.125
2,O,1550,3889363.500
2,O,1552,3894509.000
2,O,1572,3936237.562
2,O,1575,3941840.125
2,O,1577,3946672.938
2,O,1580,3952850.125
2,O,1583,3958149.750
2,O,1585,3963145.750
2,O,1588,3969314.625
2,O,1591,3974934.938
2,O,1593,3979372.000
2,O,1595,3984491.562
2,O,1598,3989638.938
2,O,1600,3994784.438
2,O,1644,4086294.438
2,O,1647,4091694.812
2,O,1649,4096134.000
2,O,1651,4100357.062
2,O,1653,4105387.812
2,O,1656,4110691.688
2,O,1716,4236216.750
2,O,1719,4241849.812
2,O,1721,4246700.875
2,O,1724,4252890.062
2,O,1727,4258019.250
2,O,1729,4263231.062
2,O,1732,4269358.688
2,O,1735,4274948.500
2,O,1737,4279645.250
2,O,1740,4285326.000
2,O,1742,4290667.938
2,O,1745,4295961.562
2,O,1764,4336237.312
2,O,1766,4340889.688
2,O,1769,4346106.625
2,O,1771,4351142.000
2,O,1773,4355202.250
2,O,1776,4361413.250
2,O,1779,4366830.375
2,O,1781,4371676.938
2,O,1784,4377844.875
2,O,1787,4382959.062
2,O,1789,4387986.750
2,O,1792,4393264.188
2,O,1836,4486172.312
2,O,1839,4491759.625
2,O,1841,4496601.688
2,O,1844,4502760.625
2,O,1847,4508065.875
2,O,1849,4512856.750
2,O,1908,4636131.875
2,O,1911,4641553.500
2,O,1913,4646013.188
2,O,1915,4651243.250
2,O,1917,4655309.500
2,O,1920,4661536.625
2,O,1923,4666734.562
2,O,1925,4671784.688
2,O,1928,4677718.812
2,O,1931,4683013.938
2,O,1933,4688037.375
2,O,1936,4693314.812
2,O,1956,4736266.375
2,O,1958,4740310.375
2,O,1961,4745916.938
2,O,1963,4750562.688
2,O,1966,4756291.500
2,O,1968,4761370.250
2,O,1970,4765824.938
2,O,1973,4771043.375
2,O,1975,4776080.250
2,O,1977,4780129.750
2,O,1980,4785442.625
2,O,1982,4790408.938
2,O,2028,4886164.562
2,O,2030,4890801.688
2,O,2033,4896015.625
2,O,2035,4901035.750
2,O,2038,4906555.875
2,O,2040,4910573.312
2,O,2100,5036140.312
2,O,2103,5041773.375
2,O,2105,5046435.750
2,O,2108,5052884.750
2,O,2111,5057951.438
2,O,2113,5062945.312
2,O,2116,5069081.000
2,O,2118,5074108.500
2,O,2121,5079309.000
2,O,2123,5084422.562
2,O,2126,5089626.125
2,O,2128,5094520.750
2,O,2148,5136051.750
2,O,2150,5140704.125
2,O,2153,5145908.812
2,O,2155,5150944.188
2,O,2158,5156470.312
2,O,2160,5161403.812
2,O,2162,5165274.625
2,O,2165,5170882.688
2,O,2167,5175529.938
2,O,2170,5181274.000
2,O,2172,5185653.750
2,O,2175,5190940.688
2,O,2220,5286077.562
2,O,2223,5291701.625
2,O,2225,5295991.125
2,O,2228,5302539.688
2,O,2231,5307649.375
2,O,2233,5312672.562
2,O,2292,5436001.125
2,O,2294,5440671.750
2,O,2297,5445906.938
2,O,2299,5450936.062
2,O,2302,5456310.000
2,O,2304,5461417.812
2,O,2306,5465270.375
2,O,2309,5470860.188
2,O,2311,5475501.438
2,O,2314,5481422.688
2,O,2317,5486953.688
2,O,2319,5491910.500
2,O,2340,5536134.688
2,O,2343,5541513.562
2,O,2345,5546155.938
2,O,2347,5550205.562
2,O,2350,5556141.188
2,O,2352,5561450.312
2,O,2355,5566666.500
2,O,2357,5571714.000
2,O,2360,5577693.250
2,O,2363,5582994.375
2,O,2365,5588233.375
2,O,2367,5592183.562
2,O,2412,5686064.750
2,O,2414,5690489.438
2,O,2417,5695904.312
2,O,2419,5700723.500
2,O,2422,5706243.625
2,O,2424,5711058.125
2,O,2484,5836094.250
2,O,2487,5841702.812
2,O,2489,5846140.500
2,O,2491,5850208.375
2,O,2494,5856168.250
2,O,2496,5861475.250
2,O,2499,5866697.688
2,O,2501,5871726.938
2,O,2504,5877475.125
2,O,2506,5882074.000
2,O,2509,5887203.125
2,O,2511,5891174.188
2,O,2532,5935902.688
2,O,2534,5940348.250
2,O,2537,5945753.875
2,O,2539,5950588.312
2,O,2542,5956315.375
2,O,2544,5961248.875
2,O,2547,5966491.312
2,O,2549,5971135.188
2,O,2551,5975186.312
2,O,2554,5981124.938
2,O,2557,5986661.938
2,O,2559,5991617.000
2,O,2604,6086021.438
2,O,2607,6091656.125
2,O,2610,6098217.062
2,O,2613,6103820.938
2,O,2615,6108343.688
2,O,2618,6113718.875
2,O,2676,6235976.688
2,O,2678,6240404.688
2,O,2681,6245627.625
2,O,2683,6250669.000
2,O,2686,6256219.375
2,O,2688,6261150.750
2,O,2691,6266574.125
2,O,2693,6271226.000
2,O,2695,6275271.125
2,O,2698,6280978.688
2,O,2700,6285400.312
2,O,2702,6290555.312
2,O,2724,6335987.688
2,O,2727,6341403.312
2,O,2729,6345838.875
2,O,2732,6352206.500
2,O,2734,6357197.750
2,O,2736,6361346.438
2,O,2739,6366587.125
2,O,2741,6371409.188
2,O,2744,6377412.938
2,O,2747,6382714.062
2,O,2749,6387944.438
2,O,2752,6393258.125
2,O,2796,6485914.250
2,O,2798,6490344.875
2,O,2801,6495759.750
2,O,2803,6500578.938
2,O,2806,6506300.000
2,O,2808,6510701.125
2,O,2868,6635861.438
2,O,2871,6641470.000
2,O,2873,6645902.000
2,O,2876,6652293.875
2,O,2878,6657107.688
2,O,2881,6662482.625
2,O,2883,6667450.188
2,O,2886,6673209.000
2,O,2888,6677607.625
2,O,2891,6682714.062
2,O,2893,6687926.188
2,O,2896,6693000.938
2,O,2916,6735872.875
2,O,2919,6741475.438
2,O,2921,6745724.375
2,O,2923,6750370.125
2,O,2926,6756109.438
2,O,2928,6761030.688
2,O,2931,6766260.875
2,O,2933,6770904.750
2,O,2936,6775956.875
2,O,2938,6781081.125
2,O,2940,6785316.250
2,O,2942,6790270.312
2,O,2988,6885767.125
2,O,2991,6891143.000
2,O,2993,6895782.375
2,O,2996,6902193.938
2,O,2998,6906969.000
2,O,3001,6912111.875
2,O,3060,7035897.000
2,O,3063,7041505.875
2,O,3065,7046356.938
2,O,3068,7052357.438
2,O,3071,7057675.312
2,O,3073,7062656.938
2,O,3076,7069000.438
2,O,3079,7074604.250
2,O,3081,7079041.938
2,O,3083,7084173.688
2,O,3086,7089315.062
2,O,3088,7094460.562
2,O,3108,7135839.500
2,O,3111,7141066.438
2,O,3113,7145696.562
2,O,3115,7150731.938
2,O,3118,7156069.375
2,O,3120,7160990.625
2,O,3123,7166407.750
2,O,3125,7170645.938
2,O,3127,7175305.438
2,O,3130,7181035.500
2,O,3132,7185653.562
2,O,3135,7190947.375
2,O,3180,7285781.625
2,O,3183,7291381.188
2,O,3185,7296211.000
2,O,3187,7300257.625
2,O,3190,7306232.125
2,O,3193,7311577.688
2,O,3252,7435734.125
2,O,3255,7441168.000
2,O,3257,7445639.938
2,O,3260,7452031.812
2,O,3262,7457016.812
2,O,3265,7462128.625
2,O,3267,7467158.375
2,O,3269,7471440.500
2,O,3272,7477345.562
2,O,3275,7482640.688
2,O,3277,7487664.125
2,O,3280,7492927.562
2,O,3300,7535660.250
2,O,3303,7541250.562
2,O,3305,7546095.625
2,O,3308,7552260.562
2,O,3310,7556267.812
2,O,3313,7561986.312
2,O,3315,7566701.812
2,O,3318,7572823.250
2,O,3320,7577846.125
2,O,3323,7582958.562
2,O,3325,7587988.000
2,O,3328,7593322.562
2,O,3372,7685617.125
2,O,3375,7691017.500
2,O,3377,7695443.688
2,O,3379,7700677.000
2,O,3382,7706008.438
2,O,3384,7711082.750
2,O,3444,7835773.812
2,O,3447,7841382.375
2,O,3449,7846057.000
2,O,3452,7852258.750
2,O,3455,7857365.188
2,O,3457,7862608.188
2,O,3460,7868714.812
2,O,3463,7874316.875
2,O,3465,7878992.438
2,O,3468,7884104.438
2,O,3470,7888984.250
2,O,3472,7894154.250
2,O,3492,7935596.000
2,O,3494,7939853.188
2,O,3496,7944273.500
2,O,3499,7949490.438
2,O,3501,7954536.438
2,O,3504,7960960.625
2,O,3507,7966176.812
2,O,3509,7971023.375
2,O,3512,7977191.312
2,O,3514,7981187.812
2,O,3517,7986550.125
2,O,3519,7991505.188
2,O,3564,8085681.312
2,O,3567,8091280.875
2,O,3569,8095909.750
2,O,3572,8102278.250
2,O,3575,8107377.562
2,O,3577,8111418.500
2,O,3636,8235658.938
2,O,3638,8239721.188
2,O,3640,8244372.938
2,O,3643,8249595.875
2,O,3645,8254647.875
2,O,3648,8260862.750
2,O,3651,8266273.875
2,O,3653,8271135.312
2,O,3656,8277270.375
2,O,3658,8281273.125
